codigo;descripcion;numero;insumo;cantidad;unidad
CCC42;FOLIAR SEMILLERO 4;1;AMISOL MICRO BORO;2;KILOGRAMO
CCC42;FOLIAR SEMILLERO 4;2;CARBENDAZIM 500 SC PHYTOCARE;2;LITRO
CCC42;FOLIAR SEMILLERO 4;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
CCC42;FOLIAR SEMILLERO 4;4;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
CCC42;FOLIAR SEMILLERO 4;5;FOSETIL AL 80 WP (FOSETYL INGR-ACTIVO);5;KILOGRAMO
CCC42;FOLIAR SEMILLERO 4;6;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC42;FOLIAR SEMILLERO 4;9;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);15;KILOGRAMO
CCC42;FOLIAR SEMILLERO 4;7;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC42;FOLIAR SEMILLERO 4;8;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
CCC43;HERBICIDA SEMILLERO 3;4;AGUA;2000;LITRO
CCC43;HERBICIDA SEMILLERO 3;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
CCC43;HERBICIDA SEMILLERO 3;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1,5;LITRO
CCC43;HERBICIDA SEMILLERO 3;3;TRILLA 80 WG (DIURON);4;LITRO
CCC43 PH;HERBICIDA SEMILLERO 3;1;VERDICT 1400 ICA (#1187);1,5;LITRO
CCC44;FOLIAR SEMILLERO 5;7;AGUA;2500;LITRO
CCC44;FOLIAR SEMILLERO 5;1;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
CCC44;FOLIAR SEMILLERO 5;2;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
CCC44;FOLIAR SEMILLERO 5;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC44;FOLIAR SEMILLERO 5;6;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);10;KILOGRAMO
CCC44;FOLIAR SEMILLERO 5;4;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC44;FOLIAR SEMILLERO 5;5;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
CCC45;FOLIAR SEMILLERO 6;8;AGUA;2500;LITRO
CCC45;FOLIAR SEMILLERO 6;1;AMISOL MICRO BORO;2;KILOGRAMO
CCC45;FOLIAR SEMILLERO 6;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
CCC45;FOLIAR SEMILLERO 6;3;KAFON 0-30-18 (FOSFITO DE POTASIO-(CIDO FOSFOROSO E HIDROXIDO DE POTASIO))# ICA (6099);8;LITRO
CCC45;FOLIAR SEMILLERO 6;4;KELLUS MIX PIÑA - SC25;5;KILOGRAMO
CCC45;FOLIAR SEMILLERO 6;5;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC45;FOLIAR SEMILLERO 6;6;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC45;FOLIAR SEMILLERO 6;7;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
CCC46;HERBICIDA SEMILLERO 4;4;AGUA;2000;LITRO
CCC46;HERBICIDA SEMILLERO 4;1;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
CCC46;HERBICIDA SEMILLERO 4;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1,5;LITRO
CCC46;HERBICIDA SEMILLERO 4;2;TRILLA 80 WG (DIURON);4;LITRO
CCC46 PH;HERBICIDA SEMILLERO 4;1;VERDICT 1400 ICA (#1187);1,5;LITRO
CCC47;FOLIAR SEMILLERO 7;9;AGUA;2500;LITRO
CCC47;FOLIAR SEMILLERO 7;1;AMISOL MICRO BORO;2;KILOGRAMO
CCC47;FOLIAR SEMILLERO 7;7;AXIOMA (Metalaxil 250 g/L) # ICA (436);0,60000002;LITRO
CCC47;FOLIAR SEMILLERO 7;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
CCC47;FOLIAR SEMILLERO 7;3;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
CCC47;FOLIAR SEMILLERO 7;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC47;FOLIAR SEMILLERO 7;8;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);20;KILOGRAMO
CCC47;FOLIAR SEMILLERO 7;5;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC47;FOLIAR SEMILLERO 7;6;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
CCC47 PH;FOLIAR SEMILLERO 7;1;BENLATE 50WP (BENOMIL+METIL+BANCIMIDAZOL+CARBAMATO);1;KILOGRAMO
CCC48;HERBICIDA SEMILLERO 5;1;AGUA;4000;LITRO
CCC48;HERBICIDA SEMILLERO 5;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
CCC48;HERBICIDA SEMILLERO 5;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1,5;LITRO
CCC48;HERBICIDA SEMILLERO 5;3;TRILLA 80 WG (DIURON);4;LITRO
CCC48 PH;HERBICIDA SEMILLERO 5;1;VERDICT 1400 ICA (#1187);1,5;LITRO
CCC49;FOLIAR SEMILLERO 8;6;AGUA;2500;LITRO
CCC49;FOLIAR SEMILLERO 8;1;CALCINIT - SC25 Fertilizante soluble (N);25;KILOGRAMO
CCC49;FOLIAR SEMILLERO 8;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
CCC49;FOLIAR SEMILLERO 8;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC49;FOLIAR SEMILLERO 8;4;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC49;FOLIAR SEMILLERO 8;5;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
CCC51;FOLIAR SEMILLERO 9;7;AGUA;2500;LITRO
CCC51;FOLIAR SEMILLERO 9;1;AMISOL MICRO BORO;2;KILOGRAMO
CCC51;FOLIAR SEMILLERO 9;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
CCC51;FOLIAR SEMILLERO 9;3;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
CCC51;FOLIAR SEMILLERO 9;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC51;FOLIAR SEMILLERO 9;5;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC51;FOLIAR SEMILLERO 9;6;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
CCC51 PH;FOLIAR SEMILLERO 9;1;BUMPER 25 EC (PROPICONAZOLE INGR-ACTIVO);0,60000002;LITRO
CCC52;HERBICIDA SEMILLERO 6;1;AGUA;4000;LITRO
CCC52;HERBICIDA SEMILLERO 6;4;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
CCC52;HERBICIDA SEMILLERO 6;2;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1,5;LITRO
CCC52;HERBICIDA SEMILLERO 6;3;TRILLA 80 WG (DIURON);4;LITRO
CCC52 PH;HERBICIDA SEMILLERO 6;1;VERDICT 1400 ICA (#1187);1,5;LITRO
CCC53;SEMILLERO PROTECCION 4;3;AGUA;2500;LITRO
CCC53;SEMILLERO PROTECCION 4;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC53;SEMILLERO PROTECCION 4;4;ROHIFORTA;2;LITRO
CCC53;SEMILLERO PROTECCION 4;2;SEVIN - (carbarilo);2;LITRO
CCC54;FOLIAR SEMILLERO 10;10;AGUA;2500;LITRO
CCC54;FOLIAR SEMILLERO 10;1;AMISOL MICRO BORO;2;KILOGRAMO
CCC54;FOLIAR SEMILLERO 10;2;CARBENDAZIM 500 SC PHYTOCARE;2;LITRO
CCC54;FOLIAR SEMILLERO 10;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
CCC54;FOLIAR SEMILLERO 10;4;FOSETIL AL 80 WP (FOSETYL INGR-ACTIVO);5;KILOGRAMO
CCC54;FOLIAR SEMILLERO 10;5;KELLUS MIX PIÑA - SC25;5;KILOGRAMO
CCC54;FOLIAR SEMILLERO 10;6;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC54;FOLIAR SEMILLERO 10;9;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);15;KILOGRAMO
CCC54;FOLIAR SEMILLERO 10;7;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC54;FOLIAR SEMILLERO 10;8;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
CCC55;FOLIAR SEMILLERO 11;7;AGUA;2500;LITRO
CCC55;FOLIAR SEMILLERO 11;1;CALCINIT - SC25 Fertilizante soluble (N);25;KILOGRAMO
CCC55;FOLIAR SEMILLERO 11;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
CCC55;FOLIAR SEMILLERO 11;3;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
CCC55;FOLIAR SEMILLERO 11;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC55;FOLIAR SEMILLERO 11;5;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC55;FOLIAR SEMILLERO 11;6;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
CCC56;SEMILLERO PROTECCION 5;3;AGUA;2500;LITRO
CCC56;SEMILLERO PROTECCION 5;2;EREDAMIX Tiametoxam + Lamda Cihanotrina;2;KILOGRAMO
CCC56;SEMILLERO PROTECCION 5;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC56;SEMILLERO PROTECCION 5;4;ROHIFORTA;2;LITRO
CCC57;FOLIAR SEMILLERO 12;7;AGUA;2500;LITRO
CCC57;FOLIAR SEMILLERO 12;1;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);15;KILOGRAMO
CCC57;FOLIAR SEMILLERO 12;2;KAFON 0-30-18 (FOSFITO DE POTASIO-(CIDO FOSFOROSO E HIDROXIDO DE POTASIO))# ICA (6099);8;LITRO
CCC57;FOLIAR SEMILLERO 12;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC57;FOLIAR SEMILLERO 12;6;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);10;KILOGRAMO
CCC57;FOLIAR SEMILLERO 12;4;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC57;FOLIAR SEMILLERO 12;5;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
CCC58;SEMILLERO PROTECCION 3;2;AGUA;2500;LITRO
CCC58;SEMILLERO PROTECCION 3;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC58;SEMILLERO PROTECCION 3;3;ROHIFORTA;2;LITRO
CCC58 PH;SEMILLERO PROTECCION 3;1;METHOX 216 SL;2;LITRO
CCC59;FOLIAR EXTRA SEMILLERO 12;7;AGUA;2500;LITRO
CCC59;FOLIAR EXTRA SEMILLERO 12;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);15;KILOGRAMO
CCC59;FOLIAR EXTRA SEMILLERO 12;1;KAFON 0-30-18 (FOSFITO DE POTASIO-(CIDO FOSFOROSO E HIDROXIDO DE POTASIO))# ICA (6099);8;LITRO
CCC59;FOLIAR EXTRA SEMILLERO 12;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
CCC59;FOLIAR EXTRA SEMILLERO 12;4;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);10;KILOGRAMO
CCC59;FOLIAR EXTRA SEMILLERO 12;5;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
CCC59;FOLIAR EXTRA SEMILLERO 12;6;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD30;FOLIAR 1 SEMILLERO PERMANENTE;10;AGUA;2500;LITRO
DDD30;FOLIAR 1 SEMILLERO PERMANENTE;1;AMISOL MICRO BORO;2;KILOGRAMO
DDD30;FOLIAR 1 SEMILLERO PERMANENTE;8;AXIOMA (Metalaxil 250 g/L) # ICA (436);0,60000002;LITRO
DDD30;FOLIAR 1 SEMILLERO PERMANENTE;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
DDD30;FOLIAR 1 SEMILLERO PERMANENTE;3;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
DDD30;FOLIAR 1 SEMILLERO PERMANENTE;4;KELLUS MIX PIÑA - SC25;5;KILOGRAMO
DDD30;FOLIAR 1 SEMILLERO PERMANENTE;5;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD30;FOLIAR 1 SEMILLERO PERMANENTE;9;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);20;KILOGRAMO
DDD30;FOLIAR 1 SEMILLERO PERMANENTE;6;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD30;FOLIAR 1 SEMILLERO PERMANENTE;7;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD30 PH;FOLIAR 1 SEMILLERO PERMANENTE;1;BENLATE 50WP (BENOMIL+METIL+BANCIMIDAZOL+CARBAMATO);1;KILOGRAMO
DDD31;HERBICIDA 1 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD31;HERBICIDA 1 SEMILLERO PERMANENTE;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
DDD31;HERBICIDA 1 SEMILLERO PERMANENTE;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1,5;LITRO
DDD31;HERBICIDA 1 SEMILLERO PERMANENTE;3;TRILLA 80 WG (DIURON);4;LITRO
DDD31 PH;HERBICIDA 1 SEMILLERO PERMANENTE;1;VERDICT 1400 ICA (#1187);1,5;LITRO
DDD32;SEMILLERO PROTECCIÓN 1 PERMANENTE;3;AGUA;2500;LITRO
DDD32;SEMILLERO PROTECCIÓN 1 PERMANENTE;1;CORMORAN (ACETAMIPRID 80 G/L NOVALURON 100 G/L;2;LITRO
DDD32;SEMILLERO PROTECCIÓN 1 PERMANENTE;2;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD32;SEMILLERO PROTECCIÓN 1 PERMANENTE;4;ROHIFORTA;2;LITRO
DDD33;FOLIAR 2 SEMILLERO PERMANENTE;8;AGUA;2500;LITRO
DDD33;FOLIAR 2 SEMILLERO PERMANENTE;1;AMISOL MICRO BORO;2;KILOGRAMO
DDD33;FOLIAR 2 SEMILLERO PERMANENTE;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
DDD33;FOLIAR 2 SEMILLERO PERMANENTE;3;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
DDD33;FOLIAR 2 SEMILLERO PERMANENTE;4;KELLUS MIX PIÑA - SC25;5;KILOGRAMO
DDD33;FOLIAR 2 SEMILLERO PERMANENTE;5;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD33;FOLIAR 2 SEMILLERO PERMANENTE;6;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD33;FOLIAR 2 SEMILLERO PERMANENTE;7;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD33 PH;FOLIAR 2 SEMILLERO PERMANENTE;1;BUMPER 25 EC (PROPICONAZOLE INGR-ACTIVO);0,60000002;LITRO
DDD34;HERBICIDA 2 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD34;HERBICIDA 2 SEMILLERO PERMANENTE;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
DDD34;HERBICIDA 2 SEMILLERO PERMANENTE;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1,5;LITRO
DDD34;HERBICIDA 2 SEMILLERO PERMANENTE;3;TRILLA 80 WG (DIURON);4;LITRO
DDD34 PH;HERBICIDA 2 SEMILLERO PERMANENTE;1;VERDICT 1400 ICA (#1187);1,5;LITRO
DDD35;FOLIAR 3 SEMILLERO PERMANENTE;6;AGUA;2500;LITRO
DDD35;FOLIAR 3 SEMILLERO PERMANENTE;1;CALCINIT - SC25 Fertilizante soluble (N);25;KILOGRAMO
DDD35;FOLIAR 3 SEMILLERO PERMANENTE;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
DDD35;FOLIAR 3 SEMILLERO PERMANENTE;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD35;FOLIAR 3 SEMILLERO PERMANENTE;4;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD35;FOLIAR 3 SEMILLERO PERMANENTE;5;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD36;SEMILLERO PROTECCIÓN 2 PERMANENTE;3;AGUA;2500;LITRO
DDD36;SEMILLERO PROTECCIÓN 2 PERMANENTE;1;EREDAMIX Tiametoxam + Lamda Cihanotrina;2;KILOGRAMO
DDD36;SEMILLERO PROTECCIÓN 2 PERMANENTE;2;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD36;SEMILLERO PROTECCIÓN 2 PERMANENTE;4;ROHIFORTA;2;LITRO
DDD37;FOLIAR 4 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD37;FOLIAR 4 SEMILLERO PERMANENTE;2;AMISOL MICRO BORO;2;KILOGRAMO
DDD37;FOLIAR 4 SEMILLERO PERMANENTE;3;CARBENDAZIM 500 SC PHYTOCARE;2;LITRO
DDD37;FOLIAR 4 SEMILLERO PERMANENTE;4;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
DDD37;FOLIAR 4 SEMILLERO PERMANENTE;5;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
DDD37;FOLIAR 4 SEMILLERO PERMANENTE;6;FOSETIL AL 80 WP (FOSETYL INGR-ACTIVO);5;KILOGRAMO
DDD37;FOLIAR 4 SEMILLERO PERMANENTE;7;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD37;FOLIAR 4 SEMILLERO PERMANENTE;10;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);15;KILOGRAMO
DDD37;FOLIAR 4 SEMILLERO PERMANENTE;8;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD37;FOLIAR 4 SEMILLERO PERMANENTE;9;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD38;HERBICIDA 3 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD38;HERBICIDA 3 SEMILLERO PERMANENTE;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
DDD38;HERBICIDA 3 SEMILLERO PERMANENTE;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1,5;LITRO
DDD38;HERBICIDA 3 SEMILLERO PERMANENTE;3;TRILLA 80 WG (DIURON);4;LITRO
DDD38 PH;HERBICIDA 3 SEMILLERO PERMANENTE;1;VERDICT 1400 ICA (#1187);1,5;LITRO
DDD39;FOLIAR 5 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD39;FOLIAR 5 SEMILLERO PERMANENTE;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
DDD39;FOLIAR 5 SEMILLERO PERMANENTE;3;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
DDD39;FOLIAR 5 SEMILLERO PERMANENTE;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD39;FOLIAR 5 SEMILLERO PERMANENTE;7;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);7;KILOGRAMO
DDD39;FOLIAR 5 SEMILLERO PERMANENTE;5;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD39;FOLIAR 5 SEMILLERO PERMANENTE;6;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD40;FOLIAR 6 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD40;FOLIAR 6 SEMILLERO PERMANENTE;2;AMISOL MICRO BORO;2;KILOGRAMO
DDD40;FOLIAR 6 SEMILLERO PERMANENTE;3;CALCINIT - SC25 Fertilizante soluble (N);25;KILOGRAMO
DDD40;FOLIAR 6 SEMILLERO PERMANENTE;4;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
DDD40;FOLIAR 6 SEMILLERO PERMANENTE;5;KAFON 0-30-18 (FOSFITO DE POTASIO-(CIDO FOSFOROSO E HIDROXIDO DE POTASIO))# ICA (6099);8;LITRO
DDD40;FOLIAR 6 SEMILLERO PERMANENTE;6;KELLUS MIX PIÑA - SC25;5;KILOGRAMO
DDD40;FOLIAR 6 SEMILLERO PERMANENTE;7;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD40;FOLIAR 6 SEMILLERO PERMANENTE;8;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD40;FOLIAR 6 SEMILLERO PERMANENTE;9;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD41;HERBICIDA 4 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD41;HERBICIDA 4 SEMILLERO PERMANENTE;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
DDD41;HERBICIDA 4 SEMILLERO PERMANENTE;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1,5;LITRO
DDD41;HERBICIDA 4 SEMILLERO PERMANENTE;3;TRILLA 80 WG (DIURON);4;LITRO
DDD41 PH;HERBICIDA 4 SEMILLERO PERMANENTE;1;VERDICT 1400 ICA (#1187);1,5;LITRO
DDD42;SEMILLERO PROTECCIÓN 3 PERMANENTE;1;AGUA;4000;LITRO
DDD42;SEMILLERO PROTECCIÓN 3 PERMANENTE;2;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD42;SEMILLERO PROTECCIÓN 3 PERMANENTE;3;ROHIFORTA;2;LITRO
DDD42 PH;SEMILLERO PROTECCIÓN 3 PERMANENTE;1;METHOX 216 SL;2;LITRO
