codigo;descripcion;numero;insumo;cantidad;unidad
BBB157;FOLIAR 5 2DAS;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);15;KILOGRAMO
BBB157;FOLIAR 5 2DAS;4;CORMORAN (ACETAMIPRID 80 G/L NOVALURON 100 G/L;1;LITRO
BBB157;FOLIAR 5 2DAS;16;DILIGENT 720 WP (Metalaxil 80 + Mancozeb 640 g/Kg);4;LITRO
BBB157;FOLIAR 5 2DAS;5;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;40;KILOGRAMO
BBB157;FOLIAR 5 2DAS;6;ETABORO (Boro Etanolamina);1;LITRO
BBB157;FOLIAR 5 2DAS;7;GLIBOR CALCIO (16,8% CaO+4,2% B) # ICA (9388);2;KILOGRAMO
BBB157;FOLIAR 5 2DAS;8;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB157;FOLIAR 5 2DAS;9;MAP SOLUBLE (12% Nitrógeno 61% Fósforo NH4H2PO4);40;KILOGRAMO
BBB157;FOLIAR 5 2DAS;10;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB157;FOLIAR 5 2DAS;11;RADIGROW-NITROGENO TOTAL( N)...14,00g/LFÓSFORO TOTAL(P205)...14,07g/L POTASIO TOTAL 20)...12,00g/LCARBONO ORGANICO OXIDABLE TOTAL ...50,83g/L;1,5;LITRO
BBB157;FOLIAR 5 2DAS;12;ROHIFORTA;2;LITRO
BBB157;FOLIAR 5 2DAS;13;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);52;KILOGRAMO
BBB157;FOLIAR 5 2DAS;14;ZAFIRO PROPAMUCARB;1;LITRO
BBB157 PH;FOLIAR 5 2DAS;1;DANADIM;2;LITRO
BBB158;FOLIAR 6 2DAS;10;AGUA;2000;LITRO
BBB158;FOLIAR 6 2DAS;1;AMISOL MICRO BORO;5;KILOGRAMO
BBB158;FOLIAR 6 2DAS;2;CALCINIT - SC25 Fertilizante soluble (N);40;KILOGRAMO
BBB158;FOLIAR 6 2DAS;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);40;KILOGRAMO
BBB158;FOLIAR 6 2DAS;4;KELLUS MIX PIÑA - SC25;2;KILOGRAMO
BBB158;FOLIAR 6 2DAS;5;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB158;FOLIAR 6 2DAS;6;MOLIBOR - FR1 (MO) soluble en HCI;0,5;KILOGRAMO
BBB158;FOLIAR 6 2DAS;7;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB158;FOLIAR 6 2DAS;8;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);50;KILOGRAMO
BBB158;FOLIAR 6 2DAS;9;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
BBB159;HERBICIDA 4 2DAS;4;AGUA;2000;LITRO
BBB159;HERBICIDA 4 2DAS;1;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
BBB159;HERBICIDA 4 2DAS;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;0,5;LITRO
BBB159;HERBICIDA 4 2DAS;2;TRILLA 80 WG (DIURON);4;LITRO
BBB159 PH;HERBICIDA 4 2DAS;1;VERDICT 1400 ICA (#1187);1,5;LITRO
BBB160;FOLIAR 7 2DAS;1;AGUA;3000;LITRO
BBB160;FOLIAR 7 2DAS;2;AMISOL MICRO BORO;5;KILOGRAMO
BBB160;FOLIAR 7 2DAS;11;AXIOMA (Metalaxil 250 g/L) # ICA (436);3;LITRO
BBB160;FOLIAR 7 2DAS;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);40;KILOGRAMO
BBB160;FOLIAR 7 2DAS;4;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;20;KILOGRAMO
BBB160;FOLIAR 7 2DAS;5;ETABORO (Boro Etanolamina);2;LITRO
BBB160;FOLIAR 7 2DAS;6;GLIBOR CALCIO (16,8% CaO+4,2% B) # ICA (9388);2;KILOGRAMO
BBB160;FOLIAR 7 2DAS;12;LARIHMA (LAMBDA CYHALOTRINA);2;LITRO
BBB160;FOLIAR 7 2DAS;7;MAP SOLUBLE (12% Nitrógeno 61% Fósforo NH4H2PO4);30;KILOGRAMO
BBB160;FOLIAR 7 2DAS;8;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB160;FOLIAR 7 2DAS;13;ROHIFORTA;2;LITRO
BBB160;FOLIAR 7 2DAS;9;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);50;KILOGRAMO
BBB160;FOLIAR 7 2DAS;10;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
BBB160 PH;FOLIAR 7 2DAS;3;BENLATE 50WP (BENOMIL+METIL+BANCIMIDAZOL+CARBAMATO);1;KILOGRAMO
BBB160 PH;FOLIAR 7 2DAS;2;BUMPER 25 EC (PROPICONAZOLE INGR-ACTIVO);5;LITRO
BBB160 PH;FOLIAR 7 2DAS;1;IMIDACLOPRID;3;LITRO
BBB161;HERBICIDA 5 2DAS;4;AGUA;2000;LITRO
BBB161;HERBICIDA 5 2DAS;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
BBB161;HERBICIDA 5 2DAS;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;0,5;LITRO
BBB161;HERBICIDA 5 2DAS;3;TRILLA 80 WG (DIURON);4;LITRO
BBB161 PH;HERBICIDA 5 2DAS;1;VERDICT 1400 ICA (#1187);1,5;LITRO
BBB162;FOLIAR 8 2DAS;11;AGUA;2000;LITRO
BBB162;FOLIAR 8 2DAS;1;AMISOL MICRO BORO;5;KILOGRAMO
BBB162;FOLIAR 8 2DAS;2;"ATP UP-NITROGENO TOTAL (N) ;FOSFORO ASIMILABLE;CARBONO ORGÁNICO OXIDABLE TOTAL";1;LITRO
BBB162;FOLIAR 8 2DAS;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);40;KILOGRAMO
BBB162;FOLIAR 8 2DAS;4;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;40;KILOGRAMO
BBB162;FOLIAR 8 2DAS;5;GLIBOR CALCIO (16,8% CaO+4,2% B) # ICA (9388);2;KILOGRAMO
BBB162;FOLIAR 8 2DAS;9;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB162;FOLIAR 8 2DAS;6;MAP SOLUBLE (12% Nitrógeno 61% Fósforo NH4H2PO4);30;KILOGRAMO
BBB162;FOLIAR 8 2DAS;7;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB162;FOLIAR 8 2DAS;10;ROHIFORTA;2;LITRO
BBB162;FOLIAR 8 2DAS;8;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);45;KILOGRAMO
BBB163;PROTECCION 4 2DAS;3;AGUA;3000;LITRO
BBB163;PROTECCION 4 2DAS;2;LARIHMA (LAMBDA CYHALOTRINA);2;LITRO
BBB163;PROTECCION 4 2DAS;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB164;FOLIAR 9 2DAS;12;AGUA;3000;LITRO
BBB164;FOLIAR 9 2DAS;2;AMISOL 13-3-44 # ICA (10820);10;KILOGRAMO
BBB164;FOLIAR 9 2DAS;1;AMISOL MICRO BORO;5;KILOGRAMO
BBB164;FOLIAR 9 2DAS;3;CALCINIT - SC25 Fertilizante soluble (N);40;KILOGRAMO
BBB164;FOLIAR 9 2DAS;4;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);40;KILOGRAMO
BBB164;FOLIAR 9 2DAS;5;ETABORO (Boro Etanolamina);2;LITRO
BBB164;FOLIAR 9 2DAS;7;KELLUS MIX PIÑA - SC25;2;KILOGRAMO
BBB164;FOLIAR 9 2DAS;6;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB164;FOLIAR 9 2DAS;8;MOLIBOR - FR1 (MO) soluble en HCI;0,5;KILOGRAMO
BBB164;FOLIAR 9 2DAS;9;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB164;FOLIAR 9 2DAS;10;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);45;KILOGRAMO
BBB164;FOLIAR 9 2DAS;11;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
BBB164;FOLIAR 9 2DAS;13;ZAFIRO PROPAMUCARB;1;LITRO
BBB165;HERBICIDA 6 2DAS;4;AGUA;2000;LITRO
BBB165;HERBICIDA 6 2DAS;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
BBB165;HERBICIDA 6 2DAS;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;0,5;LITRO
BBB165;HERBICIDA 6 2DAS;3;TRILLA 80 WG (DIURON);4;LITRO
BBB165 PH;HERBICIDA 6 2DAS;1;VERDICT 1400 ICA (#1187);1,5;LITRO
BBB166;FOLIAR 10 2DAS;10;AGUA;2000;LITRO
BBB166;FOLIAR 10 2DAS;2;AMISOL 13-3-44 # ICA (10820);10;KILOGRAMO
BBB166;FOLIAR 10 2DAS;1;AMISOL MICRO BORO;5;KILOGRAMO
BBB166;FOLIAR 10 2DAS;3;"ATP UP-NITROGENO TOTAL (N) ;FOSFORO ASIMILABLE;CARBONO ORGÁNICO OXIDABLE TOTAL";1;LITRO
BBB166;FOLIAR 10 2DAS;4;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);40;KILOGRAMO
BBB166;FOLIAR 10 2DAS;5;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;40;KILOGRAMO
BBB166;FOLIAR 10 2DAS;6;GLIBOR CALCIO (16,8% CaO+4,2% B) # ICA (9388);2;KILOGRAMO
BBB166;FOLIAR 10 2DAS;7;MAP SOLUBLE (12% Nitrógeno 61% Fósforo NH4H2PO4);30;KILOGRAMO
BBB166;FOLIAR 10 2DAS;8;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB166;FOLIAR 10 2DAS;9;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);45;KILOGRAMO
BBB168;FOLIAR 11 2DAS;10;AGUA;3000;LITRO
BBB168;FOLIAR 11 2DAS;2;AMISOL 13-3-44 # ICA (10820);10;KILOGRAMO
BBB168;FOLIAR 11 2DAS;1;AMISOL MICRO BORO;5;KILOGRAMO
BBB168;FOLIAR 11 2DAS;3;CALCINIT - SC25 Fertilizante soluble (N);40;KILOGRAMO
BBB168;FOLIAR 11 2DAS;13;CARBENDAZIM 500 SC PHYTOCARE;2;LITRO
BBB168;FOLIAR 11 2DAS;4;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);40;KILOGRAMO
BBB168;FOLIAR 11 2DAS;5;KELLUS MIX PIÑA - SC25;2;KILOGRAMO
BBB168;FOLIAR 11 2DAS;6;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB168;FOLIAR 11 2DAS;11;MOLIBOR - FR1 (MO) soluble en HCI;0,5;KILOGRAMO
BBB168;FOLIAR 11 2DAS;7;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB168;FOLIAR 11 2DAS;14;ROHIFORTA;2;LITRO
BBB168;FOLIAR 11 2DAS;8;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);45;KILOGRAMO
BBB168;FOLIAR 11 2DAS;9;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
BBB168;FOLIAR 11 2DAS;12;ZAFIRO PROPAMUCARB;1;LITRO
BBB169;HERBICIDA 7 2DAS;4;AGUA;2000;LITRO
BBB169;HERBICIDA 7 2DAS;3;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
BBB169;HERBICIDA 7 2DAS;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;0,5;LITRO
BBB169;HERBICIDA 7 2DAS;2;TRILLA 80 WG (DIURON);4;LITRO
BBB169 PH;HERBICIDA 7 2DAS;1;VERDICT 1400 ICA (#1187);1,5;LITRO
BBB170;FOLIAR 12 2DAS;10;AGUA;2000;LITRO
BBB170;FOLIAR 12 2DAS;2;AMISOL 13-3-44 # ICA (10820);20;KILOGRAMO
BBB170;FOLIAR 12 2DAS;1;AMISOL MICRO BORO;5;KILOGRAMO
BBB170;FOLIAR 12 2DAS;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);40;KILOGRAMO
BBB170;FOLIAR 12 2DAS;4;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;50;KILOGRAMO
BBB170;FOLIAR 12 2DAS;5;ETABORO (Boro Etanolamina);2;LITRO
BBB170;FOLIAR 12 2DAS;6;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB170;FOLIAR 12 2DAS;7;MAP SOLUBLE (12% Nitrógeno 61% Fósforo NH4H2PO4);30;KILOGRAMO
BBB170;FOLIAR 12 2DAS;8;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB170;FOLIAR 12 2DAS;9;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);45;KILOGRAMO
BBB171;FOLIAR 13 2DAS;11;AGUA;3000;LITRO
BBB171;FOLIAR 13 2DAS;2;AMISOL 13-3-44 # ICA (10820);20;KILOGRAMO
BBB171;FOLIAR 13 2DAS;1;AMISOL MICRO BORO;5;KILOGRAMO
BBB171;FOLIAR 13 2DAS;3;"ATP UP-NITROGENO TOTAL (N) ;FOSFORO ASIMILABLE;CARBONO ORGÁNICO OXIDABLE TOTAL";1;LITRO
BBB171;FOLIAR 13 2DAS;4;CALCINIT - SC25 Fertilizante soluble (N);40;KILOGRAMO
BBB171;FOLIAR 13 2DAS;5;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);40;KILOGRAMO
BBB171;FOLIAR 13 2DAS;13;CORMORAN (ACETAMIPRID 80 G/L NOVALURON 100 G/L;1;LITRO
BBB171;FOLIAR 13 2DAS;12;DILIGENT 720 WP (Metalaxil 80 + Mancozeb 640 g/Kg);4;LITRO
BBB171;FOLIAR 13 2DAS;6;GLIBOR CALCIO (16,8% CaO+4,2% B) # ICA (9388);2;KILOGRAMO
BBB171;FOLIAR 13 2DAS;7;KELLUS MIX PIÑA - SC25;2;KILOGRAMO
BBB171;FOLIAR 13 2DAS;8;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB171;FOLIAR 13 2DAS;14;LARIHMA (LAMBDA CYHALOTRINA);2;LITRO
BBB171;FOLIAR 13 2DAS;9;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB171;FOLIAR 13 2DAS;15;ROHIFORTA;2;LITRO
BBB171;FOLIAR 13 2DAS;10;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);45;KILOGRAMO
BBB171 PH;FOLIAR 13 2DAS;1;BENLATE 50WP (BENOMIL+METIL+BANCIMIDAZOL+CARBAMATO);1;KILOGRAMO
BBB171 PH;FOLIAR 13 2DAS;2;BUMPER 25 EC (PROPICONAZOLE INGR-ACTIVO);5;LITRO
BBB172;HERBICIDA 8 2DAS;4;AGUA;2000;LITRO
BBB172;HERBICIDA 8 2DAS;3;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
BBB172;HERBICIDA 8 2DAS;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;0,5;LITRO
BBB172;HERBICIDA 8 2DAS;2;TRILLA 80 WG (DIURON);4;LITRO
BBB172 PH;HERBICIDA 8 2DAS;1;VERDICT 1400 ICA (#1187);1,5;LITRO
BBB173;FOLIAR 14 2DAS;12;AGUA;3000;LITRO
BBB173;FOLIAR 14 2DAS;1;AMISOL 13-3-44 # ICA (10820);30;KILOGRAMO
BBB173;FOLIAR 14 2DAS;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);40;KILOGRAMO
BBB173;FOLIAR 14 2DAS;3;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;60;KILOGRAMO
BBB173;FOLIAR 14 2DAS;4;ETABORO (Boro Etanolamina);2;LITRO
BBB173;FOLIAR 14 2DAS;5;GLIBOR CALCIO (16,8% CaO+4,2% B) # ICA (9388);2;KILOGRAMO
BBB173;FOLIAR 14 2DAS;6;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB173;FOLIAR 14 2DAS;7;MAP SOLUBLE (12% Nitrógeno 61% Fósforo NH4H2PO4);30;KILOGRAMO
BBB173;FOLIAR 14 2DAS;9;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB173;FOLIAR 14 2DAS;8;RADIGROW-NITROGENO TOTAL( N)...14,00g/LFÓSFORO TOTAL(P205)...14,07g/L POTASIO TOTAL 20)...12,00g/LCARBONO ORGANICO OXIDABLE TOTAL ...50,83g/L;2;LITRO
BBB173;FOLIAR 14 2DAS;10;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);45;KILOGRAMO
BBB173;FOLIAR 14 2DAS;11;ZOOM DIMETOMORPH, PROPAMUCARB;4;LITRO
BBB173 PH;FOLIAR 14 2DAS;2;IMIDACLOPRID;3;LITRO
BBB173 PH;FOLIAR 14 2DAS;1;METHOX 216 SL;3;LITRO
BBB174;ADICIONAL 1 2DAS;12;AGUA;3000;LITRO
BBB174;ADICIONAL 1 2DAS;2;AMISOL 13-3-44 # ICA (10820);10;KILOGRAMO
BBB174;ADICIONAL 1 2DAS;1;AMISOL MICRO BORO;5;KILOGRAMO
BBB174;ADICIONAL 1 2DAS;3;CALCINIT - SC25 Fertilizante soluble (N);40;KILOGRAMO
BBB174;ADICIONAL 1 2DAS;4;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);9;KILOGRAMO
BBB174;ADICIONAL 1 2DAS;5;FYLLOTON  # ICA (7760);1;LITRO
BBB174;ADICIONAL 1 2DAS;7;KELLUS MIX PIÑA - SC25;2;KILOGRAMO
BBB174;ADICIONAL 1 2DAS;6;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB174;ADICIONAL 1 2DAS;13;MOLIBOR - FR1 (MO) soluble en HCI;0,5;KILOGRAMO
BBB174;ADICIONAL 1 2DAS;8;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB174;ADICIONAL 1 2DAS;14;ROHIFORTA;2;LITRO
BBB174;ADICIONAL 1 2DAS;9;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);80;KILOGRAMO
BBB174;ADICIONAL 1 2DAS;10;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
BBB174;ADICIONAL 1 2DAS;11;ZAFIRO PROPAMUCARB;1;LITRO
BBB175;PROTECCION ADICIONAL 1 2DAS;3;AGUA;3000;LITRO
BBB175;PROTECCION ADICIONAL 1 2DAS;1;EREDAMIX Tiametoxam + Lamda Cihanotrina;1;KILOGRAMO
BBB175;PROTECCION ADICIONAL 1 2DAS;2;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB176;ADICIONAL 2 2DAS;13;AGUA;3000;LITRO
BBB176;ADICIONAL 2 2DAS;2;AMISOL 13-3-44 # ICA (10820);20;KILOGRAMO
BBB176;ADICIONAL 2 2DAS;1;AMISOL MICRO BORO;5;KILOGRAMO
BBB176;ADICIONAL 2 2DAS;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);9;KILOGRAMO
BBB176;ADICIONAL 2 2DAS;4;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;50;KILOGRAMO
BBB176;ADICIONAL 2 2DAS;5;ETABORO (Boro Etanolamina);2;LITRO
BBB176;ADICIONAL 2 2DAS;6;FYLLOTON  # ICA (7760);1;LITRO
BBB176;ADICIONAL 2 2DAS;11;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB176;ADICIONAL 2 2DAS;7;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB176;ADICIONAL 2 2DAS;10;ROOT FEE - Nitrógeno (N);17;KILOGRAMO
BBB176;ADICIONAL 2 2DAS;8;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);80;KILOGRAMO
BBB176;ADICIONAL 2 2DAS;9;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
BBB176;ADICIONAL 2 2DAS;12;ZOOM DIMETOMORPH, PROPAMUCARB;4;LITRO
BBB177;PROTECCION ADICIONAL 2 2DAS;1;ACCARO 100EW;1;UNIDAD
BBB177;PROTECCION ADICIONAL 2 2DAS;3;AGUA;3000;LITRO
BBB177;PROTECCION ADICIONAL 2 2DAS;2;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB178;ADICIONAL 3 2DAS;1;AGUA;3000;LITRO
BBB178;ADICIONAL 3 2DAS;10;AMISOL 13-3-44 # ICA (10820);10;KILOGRAMO
BBB178;ADICIONAL 3 2DAS;9;AMISOL MICRO BORO;5;KILOGRAMO
BBB178;ADICIONAL 3 2DAS;12;CALCINIT - SC25 Fertilizante soluble (N);49;KILOGRAMO
BBB178;ADICIONAL 3 2DAS;15;CARBENDAZIM 500 SC PHYTOCARE;2;LITRO
BBB178;ADICIONAL 3 2DAS;13;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);9;KILOGRAMO
BBB178;ADICIONAL 3 2DAS;3;ETABORO (Boro Etanolamina);2;LITRO
BBB178;ADICIONAL 3 2DAS;4;FYLLOTON;1;LITRO
BBB178;ADICIONAL 3 2DAS;7;KELLUS MIX PIÑA - SC25;2;KILOGRAMO
BBB178;ADICIONAL 3 2DAS;6;KELLUS ZINC (ZN 14%) # ICA (9650);2;KILOGRAMO
BBB178;ADICIONAL 3 2DAS;2;MOLIBOR - FR1 (MO) soluble en HCI;2;KILOGRAMO
BBB178;ADICIONAL 3 2DAS;5;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB178;ADICIONAL 3 2DAS;11;ROOT FEE - Nitrógeno (N);10;KILOGRAMO
BBB178;ADICIONAL 3 2DAS;14;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);50;KILOGRAMO
BBB178;ADICIONAL 3 2DAS;8;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
BBB179;PROTECCIÓN ADICIONAL 3 2DAS;3;AGUA;3000;LITRO
BBB179;PROTECCIÓN ADICIONAL 3 2DAS;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB179;PROTECCIÓN ADICIONAL 3 2DAS;2;SEVIN - (carbarilo);2,5;LITRO
BBB180;ADICIONAL 4 2DAS;12;AGUA;3000;LITRO
BBB180;ADICIONAL 4 2DAS;2;AMISOL 13-3-44 # ICA (10820);10;KILOGRAMO
BBB180;ADICIONAL 4 2DAS;1;AMISOL MICRO BORO;5;KILOGRAMO
BBB180;ADICIONAL 4 2DAS;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);9;KILOGRAMO
BBB180;ADICIONAL 4 2DAS;4;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;40;KILOGRAMO
BBB180;ADICIONAL 4 2DAS;5;FYLLOTON  # ICA (7760);1;LITRO
BBB180;ADICIONAL 4 2DAS;6;GLIBOR CALCIO (16,8% CaO+4,2% B) # ICA (9388);1;KILOGRAMO
BBB180;ADICIONAL 4 2DAS;7;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB180;ADICIONAL 4 2DAS;11;ROOT FEE - Nitrógeno (N);7;KILOGRAMO
BBB180;ADICIONAL 4 2DAS;8;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);50;KILOGRAMO
BBB180;ADICIONAL 4 2DAS;9;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);4;KILOGRAMO
BBB180;ADICIONAL 4 2DAS;10;ZOOM DIMETOMORPH, PROPAMUCARB;6;LITRO
BBB181;PROTECCIÓN ADICIONAL 4 2DAS;2;AGUA;3000;LITRO
BBB181;PROTECCIÓN ADICIONAL 4 2DAS;1;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
BBB181 PH;PROTECCIÓN ADICIONAL 4 2DAS;1;NILO (IFENTRINA + IMIDACLOPRID);1,4;LITRO
BBB182;ADICIONAL 5 2DAS;12;AGUA;3000;LITRO
BBB182;ADICIONAL 5 2DAS;1;AMISOL MICRO BORO;5;KILOGRAMO
BBB182;ADICIONAL 5 2DAS;2;CALCINIT - SC25 Fertilizante soluble (N);40;KILOGRAMO
BBB182;ADICIONAL 5 2DAS;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);9;KILOGRAMO
BBB182;ADICIONAL 5 2DAS;4;FYLLOTON  # ICA (7760);1;LITRO
BBB182;ADICIONAL 5 2DAS;6;KELLUS MIX PIÑA - SC25;2;KILOGRAMO
